# device: DFS-X 100N (synthetic demo)
# horizon: fixed horizon, 20 s
t_s,force_N,latency_ms
10.725714,-2.3200,5.171
10.731429,-2.3600,3.500
10.737143,-2.2200,5.859
10.742857,-2.2800,5.584
10.748571,-2.2600,3.977
10.754286,-2.2000,5.404
10.760000,-2.1600,5.074
10.765714,-2.2200,3.763
10.771429,-2.0600,6.644
10.777143,-2.1800,5.209
10.782857,-1.9800,3.750
10.788571,-2.0200,7.604
10.794286,-1.9200,4.946
10.800000,-1.9800,4.193
10.805714,-1.9600,5.897
10.811429,-1.8600,6.070
10.817143,-1.9000,5.377
10.822857,-1.9200,3.500
10.828571,-1.8200,4.934
10.834286,-1.8600,4.911
10.840000,-1.7600,4.872
10.845714,-1.6600,5.748
10.851429,-1.6600,5.299
10.857143,-1.6800,4.709
10.862857,-1.6600,3.500
10.868571,-1.6400,5.812
10.874286,-1.6400,4.700
10.880000,-1.5600,5.193
10.885714,-1.5600,6.392
10.891429,-1.5600,6.021
10.897143,-1.5000,5.229
10.902857,-1.5800,3.924
10.908571,-1.3600,3.982
10.914286,-1.4000,3.500
10.920000,-1.4800,4.334
10.925714,-1.3800,7.134
10.931429,-1.4200,4.885
10.937143,-1.3800,4.962
10.942857,-1.3600,5.082
10.948571,-1.2400,5.692
10.954286,-1.3800,6.429
10.960000,-1.2800,4.749
10.965714,-1.3200,5.967
10.971429,-1.2200,8.725
10.977143,-1.2200,3.500
10.982857,-1.2400,4.634
10.988571,-1.0800,4.913
10.994286,-1.0600,5.041
11.000000,-1.1400,5.236
11.005714,-1.0800,4.212
11.011429,-1.0800,8.774
11.017143,-1.0400,4.637
11.022857,-0.9600,5.270
11.028571,-1.0400,4.734
11.034286,-0.9200,5.640
11.040000,-1.0000,5.637
11.045714,-0.9800,5.372
11.051429,-0.8600,6.698
11.057143,-0.9200,4.832
11.062857,-1.0200,6.212
11.068571,-0.8800,3.500
11.074286,-0.9400,6.223
11.080000,-0.9600,5.648
11.085714,-0.9000,5.693
11.091429,-0.8200,5.169
11.097143,-0.8800,4.608
11.102857,-0.8800,3.500
11.108571,-0.8000,4.320
11.114286,-0.7600,4.698
11.120000,-0.8000,4.078
11.125714,-0.8000,5.499
11.131429,-0.8400,4.555
11.137143,-0.7600,5.646
11.142857,-0.6600,4.290
11.148571,-0.6400,5.552
11.154286,-0.6400,5.103
11.160000,-0.6800,4.808
11.165714,-0.6400,3.655
11.171429,-0.5800,6.561
11.177143,-0.6600,4.551
11.182857,-0.6000,3.524
11.188571,-0.7000,6.606
11.194286,-0.5600,3.985
11.200000,-0.6000,3.932
11.205714,-0.6200,5.194
11.211429,-0.5200,3.500
11.217143,-0.6000,4.203
11.222857,-0.5800,3.500
11.228571,-0.4400,3.500
11.234286,-0.5600,4.985
11.240000,-0.5200,4.747
11.245714,-0.5200,6.505
11.251429,-0.4400,7.165
11.257143,-0.5600,5.328
11.262857,-0.4000,5.494
11.268571,-0.4600,3.574
11.274286,-0.4600,4.454
11.280000,-0.4800,5.118
11.285714,-0.4200,6.179
11.291429,-0.3400,5.733
11.297143,-0.3800,4.797
11.302857,-0.4400,31.384
11.308571,-0.4000,4.017
11.314286,-0.3400,3.500
11.320000,-0.3600,3.912
11.325714,-0.3600,4.921
11.331429,-0.3200,5.266
11.337143,-0.3200,4.737
11.342857,-0.3800,5.347
11.348571,-0.4200,7.170
11.354286,-0.3000,5.259
11.360000,-0.2200,4.632
11.365714,-0.3400,4.866
11.371429,-0.3000,3.500
11.377143,-0.2200,5.668
11.382857,-0.2000,5.275
11.388571,-0.2800,5.293
11.394286,-0.2000,3.932
11.400000,-0.2200,4.031
11.405714,-0.2800,3.500
11.411429,-0.3600,5.050
11.417143,-0.3000,8.410
11.422857,-0.2200,5.535
11.428571,-0.2200,7.449
11.434286,-0.2600,4.035
11.440000,-0.2600,5.180
11.445714,-0.3000,6.230
11.451429,-0.3000,6.448
11.457143,-0.2200,3.500
11.462857,-0.2800,4.422
11.468571,-0.2000,6.175
11.474286,-0.2400,6.975
11.480000,-0.2000,4.173
11.485714,-0.0800,4.035
11.491429,-0.1800,3.500
11.497143,-0.2000,4.806
11.502857,-0.1800,4.104
11.508571,-0.2400,7.042
11.514286,-0.1000,20.207
11.520000,-0.1200,5.227
11.525714,-0.1800,6.612
11.531429,-0.1400,5.900
11.537143,-0.1800,5.062
11.542857,-0.1200,5.875
11.548571,-0.2000,5.887
11.554286,-0.1200,5.030
11.560000,-0.0600,4.246
11.565714,-0.1000,4.732
11.571429,-0.1600,5.257
11.577143,-0.0800,6.613
11.582857,-0.0200,4.247
11.588571,-0.0800,4.810
11.594286,-0.1000,6.436
11.600000,-0.1400,4.399
11.605714,-0.0800,28.739
11.611429,-0.0000,3.766
11.617143,-0.2000,4.584
11.622857,-0.0400,4.711
11.628571,-0.0800,6.729
11.634286,-0.0200,5.107
11.640000,-0.1000,3.500
11.645714,-0.2000,3.500
11.651429,0.0200,7.361
11.657143,-0.1400,5.648
11.662857,-0.0400,4.456
11.668571,-0.0800,6.008
11.674286,-0.0800,4.186
11.680000,-0.0600,5.459
11.685714,-0.1000,4.240
11.691429,-0.0600,5.155
11.697143,-0.0600,3.576
11.702857,-0.0200,5.463
11.708571,-0.0600,6.262
11.714286,-0.0400,4.783
11.720000,0.0000,29.772
11.725714,-0.1000,4.087
11.731429,-0.0600,4.691
11.737143,-0.0400,5.238
11.742857,-0.0000,6.002
11.748571,-0.0600,5.082
11.754286,-0.0400,4.403
11.760000,-0.0600,3.624
11.765714,0.0200,4.835
11.771429,-0.0600,3.607
11.777143,-0.0200,5.964
11.782857,-0.0400,3.500
11.788571,-0.0400,5.276
11.794286,-0.1000,4.702
11.800000,-0.0400,4.651
11.805714,-0.0400,4.966
11.811429,-0.1200,5.762
11.817143,-0.0800,5.372
11.822857,-0.0600,3.500
11.828571,-0.1200,6.263
11.834286,-0.1000,3.769
11.840000,0.0400,4.717
11.845714,-0.0800,5.693
11.851429,-0.0800,4.855
11.857143,-0.1000,3.901
11.862857,0.0400,4.112
11.868571,0.0200,4.422
11.874286,-0.0200,6.749
11.880000,-0.0200,3.500
11.885714,-0.0400,6.259
11.891429,-0.0400,3.500
11.897143,-0.0600,4.366
11.902857,0.0200,5.586
11.908571,0.0200,4.058
11.914286,0.0200,4.885
11.920000,0.0800,4.639
11.925714,0.0200,3.850
11.931429,0.0200,6.972
11.937143,0.0400,4.791
11.942857,-0.1000,6.846
11.948571,-0.0200,3.500
11.954286,-0.1000,6.298
11.960000,0.0600,4.977
11.965714,-0.0400,4.842
11.971429,0.0800,6.339
11.977143,0.0400,6.092
11.982857,-0.0400,6.493
11.988571,-0.1000,5.992
11.994286,-0.0800,4.699
12.000000,0.0400,4.464
12.005714,-0.0200,4.378
12.011429,-0.0800,3.602
12.017143,-0.0200,6.212
12.022857,0.0800,5.960
12.028571,0.0600,5.392
12.034286,-0.0400,4.511
12.040000,0.0000,4.049
12.045714,0.0200,32.409
12.051429,-0.0800,4.733
12.057143,-0.0400,5.617
12.062857,-0.0400,5.772
12.068571,0.0200,3.500
12.074286,-0.0400,5.103
12.080000,-0.0800,5.185
12.085714,0.0000,5.367
12.091429,-0.0400,3.733
12.097143,-0.0600,5.288
12.102857,-0.0600,4.609
12.108571,-0.0200,5.610
12.114286,0.0600,5.431
12.120000,-0.0200,5.831
12.125714,0.0400,6.782
12.131429,-0.1200,5.576
12.137143,-0.0400,5.689
12.142857,-0.0800,6.125
12.148571,-0.0200,4.007
12.154286,0.0400,4.396
12.160000,-0.0400,4.965
12.165714,-0.0800,4.612
12.171429,0.0400,6.932
12.177143,-0.0400,5.059
12.182857,0.0000,3.534
12.188571,-0.0400,3.500
12.194286,0.0200,8.191
12.200000,-0.0200,4.986
12.205714,0.0400,6.202
12.211429,0.0200,5.800
12.217143,0.1000,7.128
12.222857,-0.0200,4.934
12.228571,-0.0600,13.923
12.234286,-0.0600,3.500
12.240000,-0.0400,4.748
12.245714,0.0000,4.302
12.251429,-0.0400,5.744
12.257143,0.0600,4.424
12.262857,-0.0000,7.263
12.268571,-0.0600,4.248
12.274286,-0.0400,5.489
12.280000,-0.0400,3.500
12.285714,-0.0000,6.202
12.291429,-0.0800,3.500
12.297143,0.0400,5.130
12.302857,-0.0400,4.800
12.308571,-0.0400,3.500
12.314286,0.0200,3.949
12.320000,-0.0600,5.499
12.325714,-0.0200,4.194
12.331429,0.0600,5.684
12.337143,-0.0200,4.426
12.342857,-0.0200,5.335
12.348571,-0.0600,4.259
12.354286,-0.1000,5.954
12.360000,0.0400,4.477
12.365714,-0.0600,3.538
12.371429,0.0400,5.340
12.377143,-0.0800,6.205
12.382857,0.0000,4.189
12.388571,-0.0800,4.872
12.394286,-0.0400,4.568
12.400000,-0.0000,20.998
12.405714,-0.0600,4.197
12.411429,-0.0400,4.010
12.417143,-0.1600,4.154
12.422857,-0.1200,5.967
12.428571,0.0000,4.779
12.434286,-0.1200,6.051
12.440000,-0.1000,4.741
12.445714,-0.1200,5.014
12.451429,-0.1600,3.913
12.457143,-0.2000,4.856
12.462857,-0.2000,3.500
12.468571,-0.0600,5.148
12.474286,-0.1600,3.787
12.480000,-0.2200,31.679
12.485714,-0.2200,5.165
12.491429,-0.1400,5.673
12.497143,-0.2400,4.883
12.502857,-0.2400,4.450
12.508571,-0.2800,7.661
12.514286,-0.3000,6.584
12.520000,-0.1800,5.459
12.525714,-0.2800,3.773
12.531429,-0.3000,5.585
12.537143,-0.3400,3.918
12.542857,-0.2800,6.115
12.548571,-0.3400,4.647
12.554286,-0.3400,4.846
12.560000,-0.3800,7.073
12.565714,-0.4200,6.552
12.571429,-0.4400,5.574
12.577143,-0.5400,4.717
12.582857,-0.5000,3.566
12.588571,-0.4000,6.154
12.594286,-0.6000,4.944
12.600000,-0.5600,4.946
12.605714,-0.5800,3.500
12.611429,-0.5600,3.684
12.617143,-0.5200,3.500
12.622857,-0.7200,5.081
12.628571,-0.7800,4.858
12.634286,-0.7200,3.500
12.640000,-0.8000,4.929
12.645714,-0.7600,3.926
12.651429,-0.8600,3.500
12.657143,-0.9800,5.622
12.662857,-1.0000,7.290
12.668571,-1.0200,4.219
12.674286,-1.0800,5.748
12.680000,-1.2000,4.960
12.685714,-1.3000,4.509
12.691429,-1.3400,7.558
12.697143,-1.3000,3.585
12.702857,-1.4000,5.795
12.708571,-1.5600,3.500
12.714286,-1.5600,3.677
12.720000,-1.7000,5.859
12.725714,-1.7000,3.806
12.731429,-1.8000,4.980
12.737143,-1.8600,4.349
12.742857,-1.9400,5.261
12.748571,-2.0000,4.130
12.754286,-2.1000,5.577
12.760000,-2.1400,3.888
12.765714,-2.1800,4.959
12.771429,-2.3600,4.572
12.777143,-2.5200,3.640
12.782857,-2.5800,22.368
12.788571,-2.7600,4.250
12.794286,-2.8800,3.500
12.800000,-3.0000,7.772
12.805714,-3.0800,6.097
12.811429,-3.1600,5.513
12.817143,-3.2400,7.052
12.822857,-3.4200,3.500
12.828571,-3.6000,5.841
12.834286,-3.8000,3.500
12.840000,-3.9200,5.399
12.845714,-4.0400,4.925
12.851429,-4.2400,3.500
12.857143,-4.3000,5.796
12.862857,-4.6000,6.357
12.868571,-4.7800,5.326
12.874286,-4.9000,5.214
12.880000,-5.0000,5.197
12.885714,-5.3800,3.500
12.891429,-5.5200,4.933
12.897143,-5.6000,5.850
12.902857,-5.9000,5.362
12.908571,-5.9800,6.873
12.914286,-6.3400,5.233
12.920000,-6.4600,3.913
12.925714,-6.7400,5.495
12.931429,-6.9400,5.782
12.937143,-7.2400,4.437
12.942857,-7.5000,5.721
12.948571,-7.6200,5.983
12.954286,-7.9400,4.297
12.960000,-8.2200,5.968
12.965714,-8.4800,27.200
12.971429,-8.7400,3.576
12.977143,-8.8800,4.967
12.982857,-9.2600,5.929
12.988571,-9.5200,5.120
12.994286,-9.6800,5.942
13.000000,-10.0800,4.461
13.005714,-10.3600,29.447
13.011429,-10.6200,5.153
13.017143,-10.9600,3.500
13.022857,-11.2800,5.330
13.028571,-11.5000,6.792
13.034286,-11.8600,5.465
13.040000,-12.2200,4.503
13.045714,-12.5800,4.263
13.051429,-12.8800,4.958
13.057143,-13.2000,7.480
13.062857,-13.5800,5.946
13.068571,-13.7600,4.864
13.074286,-14.1400,16.712
13.080000,-14.4600,5.245
13.085714,-14.9000,7.223
13.091429,-15.2000,3.787
13.097143,-15.5400,4.170
13.102857,-15.8600,32.022
13.108571,-16.2400,4.925
13.114286,-16.6400,5.397
13.120000,-16.8800,7.335
13.125714,-17.2400,5.834
13.131429,-17.6400,3.500
13.137143,-17.9400,3.500
13.142857,-18.3000,4.707
13.148571,-18.6400,5.063
13.154286,-19.0600,5.460
13.160000,-19.4400,4.203
13.165714,-19.8200,23.632
13.171429,-20.1000,3.613
13.177143,-20.5400,3.776
13.182857,-20.9000,4.911
13.188571,-21.1800,6.188
13.194286,-21.5400,3.500
13.200000,-21.8800,6.289
13.205714,-22.3000,4.689
13.211429,-22.5800,3.956
13.217143,-22.9000,5.865
13.222857,-23.3000,4.650
13.228571,-23.6200,5.220
13.234286,-23.9600,4.770
13.240000,-24.1800,4.788
13.245714,-24.5400,4.773
13.251429,-24.9600,5.633
13.257143,-25.2800,4.006
13.262857,-25.4800,6.531
13.268571,-25.8200,6.079
13.274286,-26.0800,5.859
13.280000,-26.3800,5.479
13.285714,-26.6400,5.265
13.291429,-27.0400,6.498
13.297143,-27.2600,6.034
13.302857,-27.4800,22.564
13.308571,-27.7200,5.476
13.314286,-28.0400,6.902
13.320000,-28.2400,6.964
13.325714,-28.4800,6.751
13.331429,-28.6600,28.327
13.337143,-28.8400,6.772
13.342857,-29.1000,4.716
13.348571,-29.2800,25.919
13.354286,-29.5600,5.736
13.360000,-29.6800,4.960
13.365714,-29.7000,5.823
13.371429,-30.0400,5.966
13.377143,-30.0400,4.712
13.382857,-30.2400,5.180
13.388571,-30.4600,21.894
13.394286,-30.4000,8.056
13.400000,-30.5000,4.083
13.405714,-30.6800,5.570
13.411429,-30.7000,5.157
13.417143,-30.8400,6.248
13.422857,-30.8800,4.408
13.428571,-30.9200,6.207
13.434286,-30.9600,6.661
13.440000,-30.9600,5.414
13.445714,-30.9800,4.611
13.451429,-31.0200,5.751
13.457143,-30.9800,3.620
13.462857,-31.0000,5.199
13.468571,-30.9400,6.582
13.474286,-30.9200,5.256
13.480000,-30.8400,3.500
13.485714,-30.7000,4.139
13.491429,-30.7400,4.951
13.497143,-30.7000,4.509
13.502857,-30.4400,3.500
13.508571,-30.4000,3.519
13.514286,-30.3200,5.952
13.520000,-30.1800,5.058
13.525714,-30.0800,3.500
13.531429,-29.8400,6.182
13.537143,-29.6800,4.722
13.542857,-29.5200,4.864
13.548571,-29.3600,3.500
13.554286,-29.2800,5.561
13.560000,-29.0400,4.132
13.565714,-28.7600,4.606
13.571429,-28.7000,3.614
13.577143,-28.3400,3.500
13.582857,-28.1600,6.575
13.588571,-27.8400,3.687
13.594286,-27.6200,4.054
13.600000,-27.3000,4.920
13.605714,-27.0800,5.845
13.611429,-26.8200,4.301
13.617143,-26.6000,5.589
13.622857,-26.2200,7.188
13.628571,-25.8400,5.481
13.634286,-25.7600,4.212
13.640000,-25.4200,6.381
13.645714,-24.9800,3.952
13.651429,-24.7200,4.484
13.657143,-24.4400,5.661
13.662857,-24.0600,5.513
13.668571,-23.7600,3.500
13.674286,-23.4800,7.453
13.680000,-23.1400,5.739
13.685714,-22.7200,6.584
13.691429,-22.4000,5.008
13.697143,-22.0200,6.787
13.702857,-21.7000,4.306
13.708571,-21.4200,4.933
13.714286,-20.9600,4.954
13.720000,-20.7200,5.909
13.725714,-20.3400,3.500
13.731429,-20.0000,6.047
13.737143,-19.6800,4.583
13.742857,-19.2200,4.306
13.748571,-18.9400,5.348
13.754286,-18.5600,3.500
13.760000,-18.1200,5.717
13.765714,-17.7800,3.993
13.771429,-17.5000,5.493
13.777143,-17.1800,5.621
13.782857,-16.7600,8.766
13.788571,-16.4800,3.500
13.794286,-16.1000,3.912
13.800000,-15.7200,7.343
13.805714,-15.3600,3.827
13.811429,-15.0400,4.764
13.817143,-14.6600,4.685
13.822857,-14.2600,4.242
13.828571,-13.9600,7.354
13.834286,-13.5800,5.000
13.840000,-13.2800,4.475
13.845714,-12.9800,6.651
13.851429,-12.7200,4.423
13.857143,-12.4000,4.855
13.862857,-12.0200,4.768
13.868571,-11.7400,7.201
13.874286,-11.4400,4.468
13.880000,-11.0800,3.500
13.885714,-10.7400,5.788
13.891429,-10.5000,3.788
13.897143,-10.2000,4.172
13.902857,-9.9400,5.356
13.908571,-9.6800,4.587
13.914286,-9.2600,3.500
13.920000,-9.1400,4.970
13.925714,-8.8200,3.635
13.931429,-8.5800,5.156
13.937143,-8.3000,3.590
13.942857,-7.9800,4.556
13.948571,-7.7400,7.144
13.954286,-7.5600,3.963
13.960000,-7.2600,5.023
13.965714,-7.1200,6.267
13.971429,-6.8200,6.325
13.977143,-6.5400,5.783
13.982857,-6.4400,4.949
13.988571,-6.1800,6.404
13.994286,-5.9000,4.515
14.000000,-5.8200,7.471
14.005714,-5.5800,5.253
14.011429,-5.4000,3.500
14.017143,-5.2400,7.957
14.022857,-4.9800,4.450
14.028571,-4.8600,5.532
14.034286,-4.5600,6.108
14.040000,-4.4800,6.243
14.045714,-4.3200,4.113
14.051429,-4.1600,4.365
14.057143,-4.0000,5.103
14.062857,-3.8600,8.580
14.068571,-3.7000,5.565
14.074286,-3.5800,4.951
14.080000,-3.4400,5.295
14.085714,-3.2600,6.149
14.091429,-3.2600,7.144
14.097143,-3.0600,4.856
14.102857,-2.9000,4.262
14.108571,-2.7600,4.288
14.114286,-2.7000,4.300
14.120000,-2.5600,6.069
14.125714,-2.4800,5.597
14.131429,-2.4400,5.856
14.137143,-2.2000,7.102
14.142857,-2.1400,4.732
14.148571,-2.1000,6.319
14.154286,-1.9000,5.557
14.160000,-1.8600,4.458
14.165714,-1.8400,4.417
14.171429,-1.6600,4.621
14.177143,-1.6200,5.116
14.182857,-1.5200,6.139
14.188571,-1.5200,6.235
14.194286,-1.4600,5.383
14.200000,-1.4000,6.269
14.205714,-1.3200,15.918
14.211429,-1.3600,5.421
14.217143,-1.1200,4.852
14.222857,-1.1800,7.403
14.228571,-1.0400,6.961
14.234286,-1.0800,4.410
14.240000,-0.9600,6.045
14.245714,-0.9800,5.288
14.251429,-0.8800,4.728
14.257143,-0.9200,5.888
14.262857,-0.8200,5.217
14.268571,-0.7200,5.192
14.274286,-0.7000,4.728
14.280000,-0.6600,4.888
14.285714,-0.6800,3.500
14.291429,-0.7200,4.205
14.297143,-0.6200,4.902
14.302857,-0.5800,6.055
14.308571,-0.4400,6.925
14.314286,-0.4600,5.432
14.320000,-0.4400,3.577
14.325714,-0.4600,4.124
14.331429,-0.4600,5.514
14.337143,-0.3600,4.407
14.342857,-0.3800,3.680
14.348571,-0.3600,4.631
14.354286,-0.2400,4.982
14.360000,-0.3600,5.493
14.365714,-0.3000,3.890
14.371429,-0.2800,4.830
14.377143,-0.3000,5.762
14.382857,-0.3200,5.828
14.388571,-0.1600,6.363
14.394286,-0.2800,5.632
14.400000,-0.2600,5.135
14.405714,-0.1800,7.570
14.411429,-0.2400,4.943
14.417143,-0.1800,6.976
14.422857,-0.1800,4.376
14.428571,-0.1600,6.391
14.434286,-0.1400,3.500
14.440000,-0.2000,5.903
14.445714,-0.1600,4.220
14.451429,-0.0600,4.621
14.457143,-0.0600,4.689
14.462857,-0.1400,4.272
14.468571,-0.0400,3.500
14.474286,-0.1400,7.352
14.480000,-0.1600,4.539
14.485714,-0.1800,3.500
14.491429,-0.1400,25.158
14.497143,-0.0400,6.999
14.502857,-0.0800,4.920
14.508571,0.0200,4.749
14.514286,-0.0200,25.805
14.520000,-0.0800,5.475
14.525714,-0.0600,3.790
14.531429,-0.0600,7.303
14.537143,0.0000,4.806
14.542857,-0.0600,5.640
14.548571,-0.0400,3.950
14.554286,-0.0800,4.293
14.560000,0.0400,5.462
14.565714,-0.0400,3.706
14.571429,-0.0600,6.017
14.577143,-0.1000,4.035
14.582857,0.0200,5.370
14.588571,-0.0600,3.900
14.594286,-0.0200,6.088
14.600000,-0.0400,3.500
14.605714,-0.0200,4.915
14.611429,-0.1200,4.862
14.617143,-0.0600,3.500
14.622857,-0.0600,4.047
14.628571,0.1000,5.149
14.634286,0.0600,3.686
14.640000,0.0200,4.658
14.645714,0.1200,3.500
14.651429,0.0600,5.073
14.657143,-0.0800,3.855
14.662857,-0.0800,3.585
14.668571,0.0000,4.039
14.674286,-0.0200,4.513
14.680000,0.0000,4.328
14.685714,-0.0400,5.371
14.691429,0.0800,6.064
14.697143,-0.0200,5.530
14.702857,0.0600,4.709
14.708571,0.0600,6.461
14.714286,-0.0400,3.856
14.720000,0.0200,4.483
14.725714,0.0800,3.500
14.731429,0.0600,4.971
14.737143,0.0400,4.378
14.742857,0.0200,6.359
14.748571,0.0000,4.424
14.754286,0.0600,4.264
14.760000,0.0200,7.753
14.765714,0.0000,5.502
14.771429,-0.0200,4.054
14.777143,-0.0600,3.500
14.782857,-0.0200,3.500
14.788571,0.1000,6.344
14.794286,-0.0200,5.014
14.800000,-0.0400,5.619
14.805714,-0.0200,5.393
14.811429,-0.0200,4.195
14.817143,-0.0200,22.333
14.822857,0.0400,18.590
14.828571,0.0200,4.660
14.834286,0.0600,4.568
14.840000,0.0200,4.658
14.845714,0.0000,5.079
14.851429,-0.1000,6.602
14.857143,0.0000,5.441
14.862857,-0.0400,6.086
14.868571,0.0600,3.733
14.874286,0.0000,3.822
14.880000,-0.0400,6.496
14.885714,-0.0200,5.546
14.891429,-0.0600,5.362
14.897143,-0.0200,4.761
14.902857,0.0200,6.883
14.908571,0.0600,5.442
14.914286,0.0200,4.533
14.920000,0.0400,4.525
14.925714,0.0400,4.665
14.931429,-0.0200,6.064
14.937143,0.0800,5.770
14.942857,-0.0600,5.667
14.948571,0.0000,7.290
14.954286,-0.0200,5.559
14.960000,-0.1000,5.109
14.965714,0.0800,5.844
14.971429,-0.1000,5.731
14.977143,0.0400,3.500
14.982857,0.0800,22.897
14.988571,-0.0200,5.928
14.994286,-0.0000,6.050
15.000000,-0.1000,4.708
15.005714,-0.0200,4.476
15.011429,0.0800,3.500
15.017143,-0.0200,5.182
15.022857,-0.0400,5.398
15.028571,-0.1200,5.807
15.034286,0.0600,4.532
15.040000,0.0200,4.320
15.045714,-0.0200,6.190
15.051429,0.0600,4.866
15.057143,-0.0200,5.137
15.062857,-0.0200,15.589
15.068571,0.1000,4.430
15.074286,-0.0400,6.578
15.080000,0.0200,6.606
15.085714,0.0200,4.699
15.091429,0.0000,5.569
15.097143,0.0000,5.083
15.102857,-0.0600,7.497
15.108571,-0.0000,3.500
15.114286,-0.0200,4.909
15.120000,-0.0400,3.500
15.125714,-0.0400,5.898
15.131429,-0.0600,6.887
15.137143,-0.0400,4.871
15.142857,0.0200,5.184
15.148571,0.0000,5.615
15.154286,0.0800,6.440
15.160000,0.0400,3.500
15.165714,-0.0200,4.585
15.171429,-0.0200,5.379
15.177143,-0.0000,4.540
15.182857,-0.0200,4.208
15.188571,0.0000,3.921
15.194286,0.1000,4.653
15.200000,-0.0000,5.285
15.205714,0.0000,6.395
15.211429,-0.0600,30.586
15.217143,-0.0800,3.910
15.222857,-0.0000,5.155
15.228571,-0.0200,6.274
15.234286,0.0200,4.350
15.240000,0.0600,4.898
15.245714,-0.0200,5.929
15.251429,-0.0400,4.261
15.257143,0.0400,4.821
15.262857,-0.0200,16.726
15.268571,0.0000,5.612
15.274286,-0.0000,3.500
15.280000,0.1000,5.294
15.285714,-0.0800,4.500
15.291429,-0.0400,4.894
15.297143,0.0400,6.198
15.302857,0.0600,5.658
15.308571,-0.0600,7.695
15.314286,0.0600,5.614
15.320000,-0.0200,3.500
15.325714,-0.0400,4.271
15.331429,-0.0400,5.455
15.337143,0.0200,5.117
15.342857,0.0200,6.511
15.348571,-0.0400,16.984
15.354286,0.0200,5.513
15.360000,-0.0200,5.155
15.365714,-0.0600,5.258
15.371429,0.0800,4.771
15.377143,-0.0400,4.689
15.382857,0.0000,3.500
15.388571,-0.0600,7.166
15.394286,-0.0200,3.835
15.400000,0.0000,6.197
15.405714,0.0000,4.744
15.411429,-0.0600,16.190
15.417143,-0.0000,7.247
15.422857,0.0200,4.766
15.428571,0.0800,6.376
15.434286,0.0400,4.861
15.440000,0.0600,5.704
15.445714,0.0400,4.529
15.451429,-0.0400,3.778
15.457143,-0.0200,4.138
15.462857,0.0400,5.964
15.468571,-0.0400,5.552
15.474286,-0.0600,5.416
15.480000,-0.0000,4.763
15.485714,-0.1000,5.272
15.491429,-0.0400,6.074
15.497143,-0.0600,5.227
15.502857,-0.0200,5.251
15.508571,0.0600,3.500
15.514286,0.1200,4.258
15.520000,0.0200,4.180
15.525714,-0.0400,3.947
15.531429,0.0400,5.300
15.537143,0.0200,7.173
15.542857,-0.0400,6.618
15.548571,0.0400,5.652
15.554286,-0.0200,3.825
15.560000,-0.0200,5.727
15.565714,0.0000,6.966
15.571429,0.0400,3.700
15.577143,-0.0200,4.047
15.582857,0.0200,3.500
15.588571,-0.1000,3.500
15.594286,0.0200,7.334
15.600000,-0.0200,7.342
15.605714,-0.0200,5.967
15.611429,-0.1200,5.494
15.617143,-0.0800,4.343
15.622857,-0.0800,6.021
15.628571,0.0200,28.274
15.634286,-0.0400,7.394
15.640000,0.0200,6.190
15.645714,0.0400,6.260
15.651429,-0.0200,5.215
15.657143,-0.0600,4.261
15.662857,0.0600,6.456
15.668571,0.0200,4.532
15.674286,-0.0600,3.500
15.680000,0.0200,6.500
15.685714,-0.0400,6.004
15.691429,0.0200,5.014
15.697143,0.0400,5.594
15.702857,-0.0400,8.102
15.708571,0.0200,3.500
15.714286,-0.1600,4.916
15.720000,0.0200,5.541
15.725714,-0.1000,4.673
15.731429,0.1200,4.017
15.737143,0.0200,6.838
15.742857,-0.0400,7.780
15.748571,0.0600,6.208
15.754286,-0.0400,31.491
15.760000,0.0000,4.177
15.765714,-0.0200,4.698
15.771429,-0.0000,5.455
15.777143,-0.0200,6.030
15.782857,0.0200,4.698
15.788571,-0.0400,6.644
15.794286,0.0000,5.465
15.800000,0.0200,6.103
15.805714,-0.0400,6.934
15.811429,0.0400,5.765
15.817143,0.0200,3.953
15.822857,-0.0200,3.540
15.828571,-0.0200,4.284
15.834286,-0.0000,4.902
15.840000,-0.0200,4.945
15.845714,-0.0200,4.492
15.851429,-0.0000,5.354
15.857143,-0.0200,5.129
15.862857,0.0000,5.681
15.868571,0.0600,4.476
15.874286,0.0400,6.367
15.880000,0.0400,3.500
15.885714,0.0200,5.414
15.891429,-0.0400,5.105
15.897143,-0.0600,5.721
15.902857,-0.0200,7.146
15.908571,0.0600,6.109
15.914286,0.0600,5.265
15.920000,-0.0800,4.505
15.925714,-0.1000,5.811
15.931429,0.0800,4.741
15.937143,0.0600,4.486
15.942857,-0.0400,6.406
15.948571,-0.0200,5.338
15.954286,-0.0000,5.502
15.960000,0.0400,5.032
15.965714,-0.0400,4.003
15.971429,0.0200,3.500
15.977143,0.0000,5.606
15.982857,0.0000,5.823
15.988571,0.0400,5.275
15.994286,-0.0000,3.714
16.000000,-0.0800,4.439
16.005714,0.0400,4.931
16.011429,-0.0400,3.500
16.017143,0.0400,4.826
16.022857,-0.0000,5.242
16.028571,-0.0600,4.986
16.034286,-0.0000,3.583
16.040000,-0.0400,4.606
16.045714,-0.0000,4.164
16.051429,-0.0400,3.500
16.057143,0.0400,3.500
16.062857,-0.0600,4.905
16.068571,-0.0400,4.101
16.074286,-0.0600,7.437
16.080000,-0.0600,5.140
16.085714,-0.0400,5.341
16.091429,-0.0200,4.947
16.097143,0.0000,4.215
